completionCode,trialNum,itemNum,condition,Value,sentence,rating
CO202632,85,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO202632,87,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO202632,88,208,gram,iyi sayılır,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,4
CO202632,90,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO202632,91,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO202632,93,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
CO202632,94,110,ungram,kötü sayılır,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,3
CO202632,96,232,gram,oldukça iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,6
CO16811,1,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO16811,3,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO16811,4,124,ungram,kötü,Sekreter kimsenin aradığını çoktan biliyordu.,2
CO16811,6,233,gram,oldukça iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,6
CO16811,7,214,gram,iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,5
CO16811,9,237,gram,iyi sayılır,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,4
CO16811,10,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO16811,12,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO16811,13,118,ungram,kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,2
CO16811,15,112,ungram,oldukça kötü,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,1
CO16811,16,220,gram,iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,5
CO16811,18,106,ungram,kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,2
CO16811,19,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO16811,21,122,ungram,oldukça kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,1
CO16811,22,224,gram,oldukça iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,6
CO16811,24,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO16811,25,121,ungram,kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,2
CO16811,27,217,gram,oldukça iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,6
CO16811,28,238,gram,iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,5
CO16811,30,232,gram,iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,5
CO16811,31,119,ungram,oldukça kötü,Geminin limana yanaşmak için yavaşlamalıyım.,1
CO16811,33,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO16811,34,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO16811,36,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO16811,37,120,ungram,kötü sayılır,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,3
CO16811,39,207,gram,iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,5
CO16811,40,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO16811,42,205,gram,iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,5
CO16811,43,113,ungram,kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,2
CO16811,45,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO16811,46,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO16811,48,219,gram,oldukça iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,6
CO16811,49,116,ungram,oldukça iyi,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,6
CO16811,51,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO16811,52,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO16811,54,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO16811,55,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO16811,57,108,ungram,oldukça kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,1
CO16811,58,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO16811,60,114,ungram,kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,2
CO16811,61,240,gram,iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,5
CO16811,63,101,ungram,kötü sayılır,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,3
CO16811,64,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO16811,66,104,ungram,iyi sayılır,Metin yeni çıkan romanı ve gazete okudu.,4
CO16811,67,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO16811,69,107,ungram,kötü sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,3
CO16811,70,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO16811,72,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO16811,73,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO16811,75,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO16811,76,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO16811,78,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO16811,79,117,ungram,oldukça iyi,Mimarın tecrübeli olması herkesin işini daha kolaydı.,6
CO16811,81,110,ungram,kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,2
CO16811,82,213,gram,oldukça iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,6
CO16811,84,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO16811,85,111,ungram,kötü,Zabıtalar işportacının ceza aldıklarına duydu.,2
CO16811,87,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
CO16811,88,234,gram,iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,5
CO16811,90,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO16811,91,103,ungram,kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,2
CO16811,93,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO16811,94,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO16811,96,105,ungram,kötü,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,2
CO703295,1,213,gram,iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,5
CO703295,2,229,gram,iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,5
CO703295,4,120,ungram,oldukça kötü,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,1
CO703295,5,226,gram,kötü sayılır,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,3
CO703295,7,220,gram,iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,5
CO703295,8,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO703295,10,221,gram,kötü,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,2
CO703295,11,107,ungram,kötü sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,3
CO703295,13,108,ungram,oldukça kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,1
CO703295,14,222,gram,iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,5
CO703295,16,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO703295,17,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO703295,19,224,gram,oldukça iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,6
CO703295,20,113,ungram,oldukça kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,1
CO703295,22,205,gram,kötü,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,2
CO703295,23,124,ungram,oldukça kötü,Sekreter kimsenin aradığını çoktan biliyordu.,1
CO703295,25,114,ungram,oldukça kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,1
CO703295,26,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO703295,28,118,ungram,oldukça kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,1
CO703295,29,110,ungram,oldukça kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,1
CO703295,31,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO703295,32,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO703295,34,122,ungram,oldukça kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,1
CO703295,35,232,gram,oldukça iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,6
CO703295,37,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO703295,38,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO703295,40,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO703295,41,121,ungram,oldukça kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,1
CO703295,43,217,gram,iyi sayılır,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,4
CO703295,44,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO703295,46,111,ungram,oldukça kötü,Zabıtalar işportacının ceza aldıklarına duydu.,1
CO703295,47,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO703295,49,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO703295,50,105,ungram,oldukça kötü,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,1
CO703295,52,215,gram,iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,5
CO703295,53,101,ungram,oldukça kötü,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,1
CO703295,55,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO703295,56,214,gram,oldukça iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,6
CO703295,58,207,gram,oldukça iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,6
CO703295,59,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO703295,61,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO703295,62,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO703295,64,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO703295,65,106,ungram,oldukça kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,1
CO703295,67,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO703295,68,116,ungram,kötü,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,2
CO703295,70,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO703295,71,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO703295,73,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO703295,74,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO703295,76,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO703295,77,208,gram,iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,5
CO703295,79,112,ungram,oldukça kötü,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,1
CO703295,80,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO703295,82,117,ungram,oldukça kötü,Mimarın tecrübeli olması herkesin işini daha kolaydı.,1
CO703295,83,104,ungram,oldukça kötü,Metin yeni çıkan romanı ve gazete okudu.,1
CO703295,85,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
CO703295,86,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO703295,88,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO703295,89,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO703295,91,233,gram,oldukça iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,6
CO703295,92,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO703295,94,119,ungram,oldukça kötü,Geminin limana yanaşmak için yavaşlamalıyım.,1
CO703295,95,219,gram,oldukça iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,6
CO745806,1,221,gram,iyi sayılır,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,4
CO745806,3,238,gram,iyi sayılır,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,4
CO745806,4,219,gram,iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,5
CO745806,6,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO745806,7,206,gram,iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,5
CO745806,9,213,gram,iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,5
CO745806,10,208,gram,iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,5
CO745806,12,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO745806,13,108,ungram,kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,2
CO745806,15,106,ungram,oldukça kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,1
CO745806,16,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO745806,18,225,gram,kötü sayılır,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,3
CO745806,19,121,ungram,oldukça kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,1
CO745806,21,112,ungram,kötü,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,2
CO745806,22,217,gram,iyi sayılır,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,4
CO745806,24,111,ungram,kötü sayılır,Zabıtalar işportacının ceza aldıklarına duydu.,3
CO745806,25,205,gram,iyi sayılır,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,4
CO745806,27,114,ungram,kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,2
CO745806,28,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO745806,30,107,ungram,iyi sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,4
CO745806,31,117,ungram,kötü,Mimarın tecrübeli olması herkesin işini daha kolaydı.,2
CO745806,33,229,gram,iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,5
CO745806,34,216,gram,iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,5
CO745806,36,210,gram,iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,5
CO745806,37,220,gram,kötü,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,2
CO745806,39,101,ungram,oldukça kötü,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,1
CO745806,40,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO745806,42,118,ungram,oldukça kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,1
CO745806,43,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO745806,45,207,gram,iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,5
CO745806,46,124,ungram,oldukça kötü,Sekreter kimsenin aradığını çoktan biliyordu.,1
CO745806,48,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO745806,49,204,gram,iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,5
CO745806,51,104,ungram,iyi sayılır,Metin yeni çıkan romanı ve gazete okudu.,4
CO745806,52,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO745806,54,214,gram,oldukça iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,6
CO745806,55,122,ungram,oldukça kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,1
CO745806,57,202,gram,iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,5
CO745806,58,232,gram,iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,5
CO745806,60,113,ungram,oldukça kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,1
CO745806,61,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO745806,63,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO745806,64,237,gram,iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,5
CO745806,66,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO745806,67,224,gram,iyi sayılır,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,4
CO745806,69,110,ungram,oldukça kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,1
